,PointIndex,ViewId,FeatureIndex
407,781,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1424.07727051,  220.23794556]), array([1529.01428223,  123.81807709])]"
408,784,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1425.98754883, 1412.6809082 ]), array([1679.4901123 , 1410.18041992])]"
409,786,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1426.45751953, 1465.55847168]), array([1700.47644043, 1468.15441895])]"
410,788,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1432.25292969, 1697.71923828]), array([1705.9029541 , 1719.10070801])]"
411,790,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1438.25463867, 1770.13049316]), array([1726.46484375, 1797.2043457 ])]"
412,792,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1438.30090332, 1198.13098145]), array([1609.49084473, 1178.14880371])]"
413,794,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1442.70214844, 1579.58764648]), array([1714.23815918, 1590.31274414])]"
414,796,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1446.70617676, 1388.86682129]), array([1708.85375977, 1384.34960938])]"
415,798,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1449.43334961, 1726.26159668]), array([1741.33886719, 1749.18212891])]"
416,800,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1452.13549805,  248.77993774]), array([1569.63464355,  156.58551025])]"
417,803,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1454.43408203, 1041.33996582]), array([1634.65368652, 1008.59008789])]"
418,805,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1459.43762207, 1321.61083984]), array([1723.26367188, 1311.28149414])]"
419,807,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1463.60986328, 1634.57922363]), array([1742.90063477, 1650.37023926])]"
420,809,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1463.70385742,  979.27978516]), array([1641.640625  ,  943.87072754])]"
421,811,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1469.95593262, 1335.93725586]), array([1740.76000977, 1326.67797852])]"
422,813,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1472.74475098, 1610.37719727]), array([1755.67321777, 1622.95812988])]"
423,815,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1474.20043945, 1699.0637207 ]), array([1760.88928223, 1716.50537109])]"
424,818,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1476.1060791, 1046.6472168]), array([1664.98266602, 1015.70373535])]"
425,820,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1476.19836426, 1342.57592773]), array([1750.32861328, 1333.43786621])]"
426,822,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1478.2265625 ,  805.11181641]), array([1675.86157227,  753.63690186])]"
427,824,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1478.44580078,  988.09674072]), array([1661.23828125,  952.33496094])]"
428,826,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1480.62036133,  236.95321655]), array([1606.60998535,  146.34329224])]"
429,828,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1483.93981934, 1050.19018555]), array([1674.0411377 , 1018.87506104])]"
430,831,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1487.01306152,  318.65921021]), array([1616.6776123 ,  235.01908875])]"
431,833,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1490.48254395, 1083.65197754]), array([1684.31848145, 1055.65612793])]"
432,835,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1490.63879395,  322.35385132]), array([1623.69702148,  238.99290466])]"
433,837,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1497.9855957 ,  229.02134705]), array([1630.46118164,  139.56445312])]"
434,839,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1500.00146484, 1707.9309082 ]), array([1802.38574219, 1726.37011719])]"
435,841,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1512.14050293,  994.18444824]), array([1709.40612793,  959.7276001 ])]"
436,843,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1512.84619141,  157.85957336]), array([1647.38000488,   64.69609833])]"
437,845,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1518.7442627 ,  162.73931885]), array([1656.3737793 ,   70.44004822])]"
438,847,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1519.95007324,  309.7857666 ]), array([1662.12341309,  227.72193909])]"
439,849,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1520.00598145,  414.91836548]), array([1672.41845703,  338.64389038])]"
440,851,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1530.12194824,  308.01663208]), array([1678.13452148,  226.64091492])]"
441,853,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1532.23937988, 1355.80895996]), array([1430.95300293, 1347.17980957])]"
442,855,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1554.56616211,  437.62042236]), array([1712.62109375,  366.67132568])]"
443,857,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1564.17370605,  378.53851318]), array([1724.9765625 ,  304.26754761])]"
444,859,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1572.35632324, 1488.02441406]), array([1905.63208008, 1487.29504395])]"
445,861,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1574.50268555, 1346.98608398]), array([1888.71948242, 1336.83508301])]"
446,863,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1575.3737793 , 1718.40332031]), array([1906.16564941, 1733.24023438])]"
447,865,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1575.79992676,  374.46728516]), array([1740.28601074,  300.85894775])]"
448,867,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1579.30419922,  426.9982605 ]), array([1746.1706543 ,  356.94906616])]"
449,869,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1582.77856445,  502.15252686]), array([1753.17138672,  437.29470825])]"
450,871,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1583.89355469,  948.25177002]), array([1868.41625977,  912.58691406])]"
451,873,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1587.33154297, 1516.8260498 ]), array([1914.77978516, 1517.37524414])]"
452,876,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1589.65161133,  380.28213501]), array([1758.77758789,  308.07098389])]"
453,879,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1589.72399902, 1720.53918457]), array([1928.03515625, 1734.79248047])]"
454,881,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1589.89501953, 1340.21569824]), array([1910.48156738, 1329.48291016])]"
455,883,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1594.41931152,  410.30252075]), array([1768.53503418,  340.02886963])]"
456,886,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1595.40551758,  113.76958466]), array([1759.88098145,   24.97149658])]"
457,888,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1597.78967285,  371.40936279]), array([1768.98864746,  299.08242798])]"
458,890,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1600.46350098,  376.44830322]), array([1777.39428711,  304.75778198])]"
459,892,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1601.86572266, 1129.9329834 ]), array([1834.45996094, 1103.73095703])]"
460,894,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1605.14416504,  382.44784546]), array([1779.50793457,  311.40332031])]"
461,896,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1608.26538086, 1175.68164062]), array([1867.4543457 , 1153.25585938])]"
462,898,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1608.30725098,  370.14395142]), array([1783.85742188,  298.1647644 ])]"
463,900,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1608.92980957,  309.87350464]), array([1784.58911133,  234.40132141])]"
464,903,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1610.00439453,  548.54779053]), array([1790.57873535,  487.95620728])]"
465,905,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1613.43823242,  111.05408478]), array([1785.3026123 ,   23.52496529])]"
466,907,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1617.70056152,  280.23187256]), array([1795.97070312,  203.28382874])]"
467,909,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1621.74328613, 1187.24194336]), array([1894.66186523, 1165.41540527])]"
468,911,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1622.01318359,  349.82064819]), array([1801.89355469,  277.99990845])]"
469,913,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1624.23425293, 1053.59216309]), array([1893.5402832 , 1024.89758301])]"
470,915,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1628.31347656,  547.5614624 ]), array([1813.99255371,  487.74630737])]"
471,917,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1629.1270752 , 1215.25683594]), array([1905.80004883, 1194.40686035])]"
472,919,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1633.24401855,  115.42500305]), array([1812.73474121,   29.78513527])]"
473,921,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1641.30700684,  105.29341888]), array([1823.74060059,   19.40233421])]"
474,923,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1644.32226562,  408.79702759]), array([1833.50744629,  342.125     ])]"
475,925,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1646.12536621,  457.40686035]), array([1837.37536621,  393.3248291 ])]"
476,927,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1647.18603516,  547.91339111]), array([1838.07727051,  488.90383911])]"
477,929,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1649.07873535,  537.09222412]), array([1843.39526367,  478.13916016])]"
478,931,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1650.35766602,  168.77516174]), array([1834.8704834 ,   88.20864105])]"
479,933,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1650.38830566,  656.13830566]), array([1846.4942627,  603.8984375])]"
480,936,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1650.70678711,  395.12023926]), array([1840.6541748 ,  327.57086182])]"
481,938,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1650.87866211,  452.51596069]), array([1842.8059082 ,  388.60375977])]"
482,940,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1651.00646973,  259.83291626]), array([1839.04309082,  184.7588501 ])]"
483,942,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1655.83276367,  178.18984985]), array([1843.4387207 ,   98.21687317])]"
484,944,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1656.56335449,  155.01795959]), array([1844.3770752 ,   74.86074066])]"
485,946,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1662.23937988,  465.42724609]), array([1860.2199707 ,  402.94534302])]"
486,948,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1665.11462402,  567.81555176]), array([1865.34997559,  511.32418823])]"
487,950,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1669.09057617,  446.88623047]), array([1866.55090332,  383.73947144])]"
488,952,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1669.79406738,  167.54795837]), array([1859.73205566,   89.40267181])]"
489,954,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1670.65783691,  251.01119995]), array([1864.61987305,  177.01887512])]"
490,956,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1673.27661133,  483.61697388]), array([1874.45410156,  422.67306519])]"
491,958,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1676.28405762,  175.73568726]), array([1868.37365723,   99.88049316])]"
492,960,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1684.32434082,  158.84060669]), array([1880.39733887,   80.52196503])]"
493,962,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1689.23522949,  546.73718262]), array([1895.43139648,  489.93685913])]"
494,965,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1692.05603027,  247.15711975]), array([1894.18896484,  174.4105072 ])]"
495,967,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1695.5970459 ,  108.32989502]), array([1896.16235352,   28.56046486])]"
496,969,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1696.09008789,  277.46118164]), array([1900.42834473,  206.57081604])]"
497,971,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1698.87915039,  113.08053589]), array([1900.31079102,   33.27032852])]"
498,973,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1706.49633789,  816.97344971]), array([1925.5456543 ,  775.40679932])]"
499,975,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1710.6003418 ,  147.05953979]), array([1916.33691406,   70.58074951])]"
500,977,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1711.50878906,  655.11444092]), array([1930.57800293,  605.16589355])]"
501,980,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1715.07836914,  822.20953369]), array([1937.97912598,  781.06054688])]"
502,982,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1715.71484375,  466.90005493]), array([1929.70288086,  407.69821167])]"
503,984,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1724.24499512,  141.34455872]), array([1934.59240723,   65.68521118])]"
504,986,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1727.88806152,  729.86236572]), array([1949.81335449,  684.90783691])]"
505,988,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1728.97253418,  143.95846558]), array([1941.51574707,   68.69633484])]"
506,990,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1734.43762207,  459.38253784]), array([1954.58190918,  400.75115967])]"
507,993,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1735.34912109,  813.53051758]), array([1961.46459961,  773.33306885])]"
508,995,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1740.30297852,  143.19775391]), array([1953.76721191,   68.91942596])]"
509,997,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1742.55883789,  135.70057678]), array([1959.86535645,   60.69138718])]"
510,999,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1745.53125  , 1386.0135498]), array([2022.16760254, 1373.06726074])]"
511,1002,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1746.57495117,  634.15106201]), array([1972.30102539,  584.86157227])]"
512,1004,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1757.59899902,  813.40100098]), array([1993.09887695,  773.22869873])]"
513,1006,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1760.01428223,  360.96038818]), array([1986.30969238,  299.19094849])]"
514,1008,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1767.08154297,  123.5526886 ]), array([1989.55004883,   50.75213242])]"
515,1010,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1768.96044922,  138.99975586]), array([1990.80444336,   66.92668152])]"
516,1012,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1770.45837402,  721.25653076]), array([2006.79858398,  677.0255127 ])]"
517,1015,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1770.96020508,  810.0012207 ]), array([2006.26062012,  770.56176758])]"
518,1017,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1776.89831543,  896.00390625]), array([2018.72399902,  859.86987305])]"
519,1019,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1784.78833008, 1271.03601074]), array([2035.875     , 1252.26623535])]"
520,1021,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1787.81677246,  896.20166016]), array([2033.62158203,  860.55010986])]"
521,1023,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1790.66955566,  621.55273438]), array([2031.38989258,  573.66412354])]"
522,1025,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1791.57348633, 1111.77355957]), array([2040.58911133, 1085.8359375 ])]"
523,1027,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1796.88049316, 1005.6105957 ]), array([2046.22521973,  975.36889648])]"
524,1029,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1799.67114258, 1000.48907471]), array([2049.02099609,  969.86383057])]"
525,1031,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1800.29956055,  110.61830902]), array([2032.34509277,   39.91065598])]"
526,1033,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1806.05981445, 1473.81396484]), array([2073.46582031, 1464.04187012])]"
527,1035,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1806.18920898,  100.60773468]), array([2042.34753418,   30.23997879])]"
528,1037,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1810.10424805, 1367.54089355]), array([2070.14746094, 1352.2421875 ])]"
529,1039,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1811.93066406, 1252.14343262]), array([2073.13305664, 1232.04772949])]"
530,1041,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1814.05737305, 1303.57971191]), array([2077.26416016, 1285.75244141])]"
531,1043,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1815.69213867,  906.73944092]), array([2068.64892578,  872.10534668])]"
532,1045,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1815.96154785,  608.32635498]), array([2063.46264648,  560.79632568])]"
533,1047,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1816.28430176, 1732.23901367]), array([2110.49829102, 1733.42224121])]"
534,1049,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1818.69384766,  798.94018555]), array([2072.00610352,  759.32141113])]"
535,1051,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1819.83190918,  884.99249268]), array([2075.43994141,  849.55969238])]"
536,1053,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1820.58862305,  338.74578857]), array([2064.95239258,  279.86331177])]"
537,1055,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1822.23510742,  806.63305664]), array([2076.57983398,  767.94750977])]"
538,1057,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1822.45007324, 1004.48193359]), array([2080.36962891,  973.59075928])]"
539,1059,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1823.42260742,   96.61949921]), array([2061.35253906,   28.08166695])]"
540,1061,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1830.12268066, 1614.61889648]), array([2108.03979492, 1611.60107422])]"
541,1063,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1830.78857422,  618.43768311]), array([2083.81030273,  572.0824585 ])]"
542,1065,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1831.44238281,  197.8601532 ]), array([2078.0065918 ,  134.14952087])]"
543,1067,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1833.23059082,  904.34619141]), array([2092.14526367,  870.80426025])]"
544,1069,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1833.4909668 ,  429.58108521]), array([2083.05786133,  375.4458313 ])]"
545,1072,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1834.58813477,  505.61303711]), array([2080.14746094,  455.31192017])]"
546,1074,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1835.6307373 , 1619.27282715]), array([2108.03979492, 1611.60107422])]"
547,1076,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1835.72583008,   92.43047333]), array([2080.80224609,   24.03246498])]"
548,1078,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1836.02246094,  798.12884521]), array([2091.83691406,  759.81494141])]"
549,1081,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1836.74963379,  487.50866699]), array([2085.40625   ,  435.51202393])]"
550,1084,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1836.8260498 , 1306.21142578]), array([2106.06005859, 1287.97070312])]"
551,1086,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1837.63537598, 1349.31420898]), array([2108.59716797, 1332.79870605])]"
552,1088,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1838.11425781, 1299.92456055]), array([2107.97387695, 1281.4765625 ])]"
553,1091,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1839.43566895,  283.37384033]), array([2086.80566406,  223.58045959])]"
554,1093,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1841.14733887, 1004.78912354]), array([2106.20629883,  974.3036499 ])]"
555,1095,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1843.5123291 ,  886.51074219]), array([2102.07788086,  850.99969482])]"
556,1097,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1844.27746582,  803.78930664]), array([2102.58007812,  765.52575684])]"
557,1099,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1847.40148926, 1020.2769165 ]), array([2115.17797852,  991.4934082 ])]"
558,1101,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1848.16894531,  328.89733887]), array([2101.44921875,  271.79519653])]"
559,1103,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1849.2310791 ,  880.95483398]), array([2112.82226562,  845.92547607])]"
560,1105,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1849.27185059, 1177.83605957]), array([2115.96020508, 1154.36035156])]"
561,1107,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1850.03613281,   86.55978394]), array([2098.19873047,   19.6325779 ])]"
562,1109,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1850.17749023,  613.28503418]), array([2106.81274414,  567.86914062])]"
563,1111,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1850.68408203, 1531.30944824]), array([2129.32788086, 1521.8848877 ])]"
564,1113,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1851.73681641, 1274.45422363]), array([2126.28125  , 1254.7746582])]"
565,1116,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1852.05517578,  893.06121826]), array([2113.23852539,  858.81005859])]"
566,1118,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1855.10595703, 1300.07995605]), array([2128.85058594, 1281.82141113])]"
567,1120,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1855.27490234, 1395.15380859]), array([2131.86303711, 1380.35424805])]"
568,1122,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1856.47766113, 1444.34082031]), array([2133.0859375 , 1431.35888672])]"
569,1124,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1857.01916504,  611.5715332 ]), array([2114.82958984,  566.30749512])]"
570,1126,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1859.86572266, 1537.33312988]), array([2139.07177734, 1527.48010254])]"
571,1128,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1860.44226074,  186.80792236]), array([2112.87207031,  124.89391327])]"
572,1130,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1860.69604492,  697.01116943]), array([2118.31787109,  655.37329102])]"
573,1132,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1860.82275391,  686.81903076]), array([2121.56445312,  644.59387207])]"
574,1135,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1860.83654785, 1619.4621582 ]), array([2142.55957031, 1612.65771484])]"
575,1137,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1861.68823242,  336.2885437 ]), array([2117.57446289,  280.56082153])]"
576,1139,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1861.69848633,  420.65368652]), array([2119.46557617,  368.08480835])]"
577,1141,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1863.70507812, 1549.65405273]), array([2143.97143555, 1539.94494629])]"
578,1144,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1864.84411621, 1371.42602539]), array([2142.27099609, 1355.17749023])]"
579,1146,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1866.12866211,  324.24160767]), array([2122.14331055,  268.39349365])]"
580,1148,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1866.53820801,  613.69000244]), array([2130.12011719,  568.67602539])]"
581,1150,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1867.30627441, 1561.85180664]), array([2149.86035156, 1553.45043945])]"
582,1152,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1867.68408203, 1084.56054688]), array([2139.73510742, 1057.80688477])]"
583,1154,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1867.8215332 ,  182.87023926]), array([2123.18041992,  121.01155853])]"
584,1156,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1868.76123047, 1443.04785156]), array([2149.08276367, 1428.87243652])]"
585,1158,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1869.22045898, 1550.36657715]), array([2150.29125977, 1540.62573242])]"
586,1160,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1870.51940918,   82.09312439]), array([2122.91088867,   16.7902832 ])]"
587,1162,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1873.96984863,  885.80944824]), array([2144.18530273,  851.39746094])]"
588,1164,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1874.79272461,  412.13485718]), array([2141.0793457 ,  358.55969238])]"
589,1166,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1875.87121582, 1370.47875977]), array([2156.67260742, 1354.33349609])]"
590,1168,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1878.53149414,  480.42779541]), array([2140.89819336,  431.23147583])]"
591,1170,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1879.2791748 , 1659.12011719]), array([2167.53027344, 1653.43054199])]"
592,1172,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1879.46679688,  381.94372559]), array([2139.94262695,  328.98797607])]"
593,1174,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1880.45617676, 1183.4979248 ]), array([2157.96362305, 1160.33288574])]"
594,1176,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1881.75366211,  176.99391174]), array([2140.20019531,  116.30256653])]"
595,1178,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1883.07409668,  315.12573242]), array([2144.25292969,  259.74188232])]"
596,1180,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1883.23022461, 1399.02722168]), array([2169.2409668 , 1383.27514648])]"
597,1182,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1884.7154541 , 1007.95062256]), array([2161.87866211,  978.27581787])]"
598,1184,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1884.92675781,  412.40899658]), array([2148.60302734,  360.69937134])]"
599,1186,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1885.47119141, 1533.05761719]), array([2169.40551758, 1522.38378906])]"
600,1188,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1885.88903809,  595.83850098]), array([2151.91479492,  551.47180176])]"
601,1190,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1886.07519531,  889.14239502]), array([2157.71459961,  855.18969727])]"
602,1192,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1889.03393555, 1281.75866699]), array([2173.64306641, 1261.87866211])]"
603,1194,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1889.48657227,  153.94433594]), array([2149.41503906,   93.93852234])]"
604,1196,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1889.65734863, 1174.06982422]), array([2169.40429688, 1150.33654785])]"
605,1198,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1890.54528809,  567.41998291]), array([2158.94555664,  520.86938477])]"
606,1200,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1891.06530762,  901.44287109]), array([2167.78076172,  869.29473877])]"
607,1202,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1891.75695801, 1268.15551758]), array([2176.87255859, 1248.03149414])]"
608,1204,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1891.88122559,   75.60954285]), array([2151.76538086,   11.33475685])]"
609,1206,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1893.13708496,  385.21859741]), array([2160.80761719,  333.21783447])]"
