,PointIndex,ViewId,FeatureIndex
811,1637,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2242.29663086, 1693.03466797]), array([2620.85327148, 1670.35327148])]"
812,1639,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2242.58837891, 1374.8449707 ]), array([2615.49145508, 1350.65039062])]"
813,1641,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2248.76220703, 1806.71618652]), array([2660.73168945, 1784.28344727])]"
814,1643,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2251.41552734, 1705.55200195]), array([2632.99438477, 1682.50097656])]"
815,1645,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2252.78295898, 1884.16394043]), array([2665.89770508, 1862.1529541 ])]"
816,1647,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2253.02954102, 1376.91882324]), array([2626.95629883, 1352.37524414])]"
817,1649,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2254.87255859, 1824.73718262]), array([2668.58544922, 1802.93249512])]"
818,1651,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2255.05273438,  372.56246948]), array([2612.67456055,  342.74597168])]"
819,1653,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2259.75463867, 1813.29296875]), array([2674.12719727, 1790.45922852])]"
820,1655,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2261.06933594, 1875.95043945]), array([2677.16918945, 1855.76611328])]"
821,1657,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2261.56347656, 1466.21582031]), array([2641.73095703, 1441.82775879])]"
822,1660,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2265.7890625 , 1554.04846191]), array([2647.85839844, 1528.5411377 ])]"
823,1662,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2266.00854492, 1801.39697266]), array([2680.8684082 , 1778.33410645])]"
824,1664,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2267.33105469, 1687.99853516]), array([2651.96826172, 1663.9954834 ])]"
825,1666,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2271.43701172, 1152.56311035]), array([2643.94775391, 1127.14758301])]"
826,1668,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2274.05004883, 1819.67272949]), array([2692.1706543 , 1797.91711426])]"
827,1670,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2274.20458984, 1874.13220215]), array([2691.63818359, 1850.13952637])]"
828,1672,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2279.15258789, 1809.42407227]), array([2697.32641602, 1785.4083252 ])]"
829,1674,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2281.39819336,  846.8291626 ]), array([2654.14526367,  820.28131104])]"
830,1676,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2282.41381836, 1687.63891602]), array([2670.109375  , 1662.49023438])]"
831,1678,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2282.77514648, 1695.71362305]), array([2669.57861328, 1671.12243652])]"
832,1680,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2287.96191406, 1668.13916016]), array([2677.47705078, 1642.8104248 ])]"
833,1682,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2295.859375  ,  244.23091125]), array([2658.67358398,  216.6125946 ])]"
834,1684,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2296.43139648,  237.03501892]), array([2660.28540039,  209.33822632])]"
835,1686,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2297.56762695, 1679.55883789]), array([2688.58203125, 1654.33740234])]"
836,1688,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2302.37890625, 1671.41333008]), array([2693.95507812, 1645.74707031])]"
837,1690,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2304.21630859, 1694.54345703]), array([2695.09936523, 1668.64733887])]"
838,1692,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2318.22558594, 1882.59484863]), array([2747.22216797, 1856.38037109])]"
839,1694,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2321.64819336, 1561.99841309]), array([2717.11352539, 1535.98388672])]"
840,1696,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2342.35644531, 1895.04699707]), array([2773.14526367, 1865.81835938])]"
841,1698,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2349.04101562, 1913.8939209 ]), array([2785.73608398, 1885.87780762])]"
842,1700,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2349.82104492, 1858.53918457]), array([2784.93432617, 1830.75085449])]"
843,1703,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2353.19067383, 1826.67358398]), array([2787.68017578, 1800.54968262])]"
844,1705,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2356.22045898, 1479.86804199]), array([2756.01367188, 1452.54638672])]"
845,1707,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2363.25097656, 1803.34362793]), array([2798.06665039, 1774.99499512])]"
846,1709,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2369.33691406, 1472.07055664]), array([2769.79174805, 1444.60852051])]"
847,1711,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2381.17016602, 1826.6036377 ]), array([2821.01147461, 1797.22827148])]"
848,1713,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2426.52954102, 1805.23706055]), array([2868.06518555, 1772.48608398])]"
849,1715,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2622.68432617, 1594.16259766]), array([2943.18920898, 1555.75756836])]"
850,1717,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2663.33276367, 1187.56408691]), array([2951.01464844, 1160.9519043 ])]"
851,1719,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([3023.11791992,   89.68873596]), array([3065.35302734,  136.63621521])]"
852,853,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([770.44573975, 585.71142578]), array([2223.40478516,  154.46072388])]"
853,855,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([818.66687012, 785.09472656]), array([193.94790649,  93.03034973])]"
854,857,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([ 898.31817627, 1335.94055176]), array([1176.50366211, 1233.8425293 ])]"
855,859,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([899.72302246, 831.90124512]), array([503.980896  , 288.41104126])]"
856,861,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([ 966.09832764, 1330.77429199]), array([1330.56774902, 1215.65441895])]"
857,863,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1015.40563965, 1428.13195801]), array([1525.65148926, 1341.45288086])]"
858,865,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1100.98388672, 1038.57214355]), array([1724.73632812,  824.72491455])]"
859,867,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1124.46557617, 1322.64953613]), array([1640.22753906, 1188.71606445])]"
860,869,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1134.78710938, 1327.63269043]), array([1657.90234375, 1193.92822266])]"
861,871,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1171.04943848, 1341.59631348]), array([1703.58874512, 1206.81188965])]"
862,873,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1203.43408203, 1332.74035645]), array([1754.546875 , 1195.3182373])]"
863,875,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1218.60827637,  765.22180176]), array([1571.61303711,  479.16696167])]"
864,877,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1298.16589355, 1334.62817383]), array([1874.30639648, 1190.09118652])]"
865,879,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1311.09509277, 1177.42150879]), array([1738.60498047, 1013.70831299])]"
866,881,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1312.21813965, 1171.40991211]), array([1738.82922363, 1007.18035889])]"
867,883,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1332.9954834 , 1342.89379883]), array([1918.69946289, 1197.18505859])]"
868,885,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1469.95593262, 1335.93725586]), array([2060.67675781, 1181.26489258])]"
869,887,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1476.19836426, 1342.57592773]), array([2068.20117188, 1186.89306641])]"
870,889,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1820.58862305,  338.74578857]), array([2026.47729492,  299.7461853 ])]"
871,891,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1833.4909668 ,  429.58108521]), array([2033.2097168 ,  385.42501831])]"
872,893,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1861.69848633,  420.65368652]), array([2054.92114258,  389.74307251])]"
873,895,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1874.79272461,  412.13485718]), array([2066.83398438,  388.99697876])]"
874,897,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1899.47119141,  407.978302  ]), array([2081.32250977,  394.41415405])]"
875,899,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1900.74719238,  414.25479126]), array([2078.88354492,  399.49154663])]"
876,901,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1912.95947266, 1214.82788086]), array([2094.63378906, 1069.65844727])]"
877,903,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1914.17956543,  231.28775024]), array([2093.98144531,  251.83622742])]"
878,905,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1935.97924805,  765.83959961]), array([2102.50244141,  706.87164307])]"
879,907,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1937.18884277,  339.36135864]), array([2111.31494141,  353.7381897 ])]"
880,909,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([1989.69226074,  236.891922  ]), array([2141.38012695,  291.16012573])]"
881,911,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([2092.23022461, 1258.51086426]), array([2193.19482422, 1106.13977051])]"
882,913,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([2153.00878906, 1376.0534668 ]), array([2231.69458008, 1189.22741699])]"
883,915,"['view_eca4a48eae39', 'view_3e4586ecadd8']","[array([2233.83227539, 1259.2434082 ]), array([2275.4621582 , 1105.36621094])]"
